#,English
1,«0x14»+.«a»W]«0»D«0x39»«0x8a»c
2,«5»«0xcd»«7»«0x34»{L=PCU4=«0x39»
3,«8»(«0x19».W]«0»H=1=«0x39»
4,«8»(«0x19».W]«0»H=2=«0x39»
5,«8»'«0x1c»«0x14»@c>k:«0x8d»l
6,"z«0x30»"".rPZC>"
7,«1».«0x13»«0x15»P>«0»1=«0x39»
8,«1».«0x13»«0x15»P>«0»2=«0x39»
9,«1».«0x13»«0x15»P>«0»3=«0x39»
10,«1».«0x13»«0x15»P>«0»4=«0x39»
11,«1».«0x13»«0x15»P>«0»5=«0x39»
12,«0x84»«0x84»(ZU«0»SYK
13,«0x84»«0x84»(ZU«0»SYK
14,«0x84»«0x84»(ZU«0»Hk:S?
15,«0x84»«0x84»(ZU«0»Hk:S?
16,«0x84»«0x84»(ZU«0»BcHl:
17,«6»«8»«0x14»«d»«0x39»E>
18,«6»«8»«0x14»«d»«0x39»E>
19,«6»«8»«0x14»«d»«0x39»E>
20,«6»«8»«0x14»«d»«0x39»E>
21,«6»«8»«0x14»«d»«0x39»E>
22,«6»«8»«0x14»«d»«0x39»E>
23,«6»«8»«0x14»«d»«0x39»E>
24,«6»«8»«0x14»«d»«0x39»E>
25,~(«5».«0»1
26,~(«5».«0»2
27,~(«5».«0»3
28,~(«5».«0»4
29,~(«5».«0»5
30,~(«5».«0»6
31,~(«5».«0»7
32,~(«5».«0»8
33,~(«5».«0»9
34,V«0x8e»PTA]
35,Y(PTA]
36,DLPTA]
37,1=«0x39»
38,H=1=«0x39»
39,H=2=«0x39»
